alpha,gamma,sigma,activation,minimized_quantity,lambda_opt
0.4390243902439024,22.777777777777782,0.0,erf,error,0.31967083123583473
0.42968749999999994,23.272727272727277,0.0,erf,error,0.320985806506362
0.42073948151296214,23.767676767676768,0.0,erf,error,0.32227386554751886
0.4121565362198168,24.262626262626263,0.0,erf,error,0.32353606254930006
0.40391676866585063,24.75757575757576,0.0,erf,error,0.32477268956301647
0.39599999999999996,25.252525252525256,0.0,erf,error,0.32598530646806906
0.38838760298156133,25.74747474747475,0.0,erf,error,0.3271741938257165
0.38106235565819857,26.242424242424246,0.0,erf,error,0.32833968865893903
0.37400831129580653,26.73737373737374,0.0,erf,error,0.329482993269632
0.3672106824925816,27.232323232323232,0.0,erf,error,0.3306045473430695
0.36065573770491793,27.727272727272734,0.0,erf,error,0.3317052831015617
0.35433070866141725,28.22222222222223,0.0,erf,error,0.332785163725943
0.3482237073513893,28.717171717171723,0.0,erf,error,0.333845366619422
0.3423236514522821,29.212121212121218,0.0,erf,error,0.33488607695170763
0.3366201972118326,29.707070707070717,0.0,erf,error,0.33590798874282785
0.33110367892976583,30.202020202020208,0.0,erf,error,0.3369118906293117
0.3257650542941757,30.6969696969697,0.0,erf,error,0.33789734038594965
0.3205958549222797,31.1919191919192,0.0,erf,error,0.338865629559253
0.3155881415364998,31.686868686868692,0.0,erf,error,0.3398169478694491
0.3107344632768361,32.18181818181819,0.0,erf,error,0.34075199557120783
0.3060278207109737,32.67676767676768,0.0,erf,error,0.3416708406183622
0.3014616321559074,33.17171717171718,0.0,erf,error,0.3425742508692087
0.29702970297029696,33.66666666666667,0.0,erf,error,0.34346213967150213
0.29272619751626255,34.161616161616166,0.0,erf,error,0.34433470767766616
0.28854561352375396,34.65656565656566,0.0,erf,error,0.3451933524837262
0.2844827586206896,35.151515151515156,0.0,erf,error,0.3460374117032268
0.2805327288183621,35.64646464646465,0.0,erf,error,0.346867751155407
0.27669088876467296,36.141414141414145,0.0,erf,error,0.34768487929385705
0.27295285359801486,36.63636363636364,0.0,erf,error,0.34848836657551624
0.2693144722524483,37.131313131313135,0.0,erf,error,0.34927940642566424
0.2657718120805369,37.62626262626263,0.0,erf,error,0.3500575556564831
0.2623211446740858,38.12121212121213,0.0,erf,error,0.3508236106537688
0.2589589327753073,38.61616161616163,0.0,erf,error,0.35157757480210927
0.2556818181818181,39.11111111111112,0.0,erf,error,0.35231997298154993
0.25248661055853094,39.606060606060616,0.0,erf,error,0.35305046992505973
0.24937027707808562,40.101010101010104,0.0,erf,error,0.3537704581498374
0.24632993281910923,40.5959595959596,0.0,erf,error,0.3544787830064278
0.24336283185840707,41.09090909090909,0.0,erf,error,0.355177412350664
0.2404663589992713,41.58585858585859,0.0,erf,error,0.3558640305264795
0.23763802208353335,42.08080808080808,0.0,erf,error,0.35654084469755853
0.23487544483985764,42.57575757575758,0.0,erf,error,0.3572087359476739
0.2321763602251407,43.07070707070707,0.0,erf,error,0.35786581726872824
0.2295386042198006,43.56565656565657,0.0,erf,error,0.3585135992850462
0.22696011004126546,44.06060606060606,0.0,erf,error,0.3591521829998499
0.22443890274314213,44.55555555555556,0.0,erf,error,0.35978152334655183
0.2219730941704036,45.05050505050505,0.0,erf,error,0.36040165264193663
0.21956087824351297,45.54545454545455,0.0,erf,error,0.3610129308854226
0.21720052654673103,46.04040404040404,0.0,erf,error,0.361615603237978
0.2148903841979596,46.535353535353536,0.0,erf,error,0.3622099883981811
0.21262886597938144,47.03030303030303,0.0,erf,error,0.3627964247147769
0.2104144527098831,47.525252525252526,0.0,erf,error,0.36337379592312596
0.2082456878418174,48.02020202020202,0.0,erf,error,0.3639439210358359
0.2061211742660837,48.515151515151516,0.0,erf,error,0.36450578260952293
0.20403957131079967,49.01010101010101,0.0,erf,error,0.3650601183984699
0.20199959192001632,49.505050505050505,0.0,erf,error,0.3656080146395316
0.2,50.0,0.0,erf,error,0.36614732551602924

10.0,1.0,0.0,erf,loss,0.5016997981998567
6.689189189189189,1.494949494949495,0.0,erf,loss,0.41423904918237936
5.025380710659898,1.98989898989899,0.0,erf,loss,0.40095879885635416
4.024390243902439,2.484848484848485,0.0,erf,loss,0.4017236249806705
3.35593220338983,2.97979797979798,0.0,erf,loss,0.40531475865783484
2.877906976744186,3.474747474747475,0.0,erf,loss,0.40920145543064174
2.519083969465649,3.9696969696969697,0.0,erf,loss,0.4127705118310379
2.2398190045248865,4.464646464646465,0.0,erf,loss,0.4159054324545616
2.016293279022403,4.95959595959596,0.0,erf,loss,0.41862646851940083
1.833333333333333,5.454545454545455,0.0,erf,loss,0.42098715405273496
1.6808149405772495,5.94949494949495,0.0,erf,loss,0.4230432302936721
1.5517241379310345,6.444444444444445,0.0,erf,loss,0.42484403682850447
1.4410480349344978,6.9393939393939394,0.0,erf,loss,0.42643089330599737
1.3451086956521738,7.434343434343435,0.0,erf,loss,0.42783783967764555
1.2611464968152863,7.929292929292931,0.0,erf,loss,0.42909256872056295
1.1870503597122302,8.424242424242424,0.0,erf,loss,0.43021767515905407
1.1211778029445072,8.91919191919192,0.0,erf,loss,0.43123169348581136
1.0622317596566522,9.414141414141415,0.0,erf,loss,0.43214991895965044
1.0091743119266054,9.90909090909091,0.0,erf,loss,0.43298515336299037
0.9611650485436891,10.404040404040407,0.0,erf,loss,0.43374787083924504
0.9175162187210378,10.898989898989901,0.0,erf,loss,0.43444706876623407
0.877659574468085,11.393939393939396,0.0,erf,loss,0.43509017194126814
0.8411214953271027,11.888888888888891,0.0,erf,loss,0.43568364903787066
0.8075040783034256,12.383838383838386,0.0,erf,loss,0.4362329522979022
0.776470588235294,12.87878787878788,0.0,erf,loss,0.43674280573508134
0.7477341389728096,13.373737373737375,0.0,erf,loss,0.43721730907365697
0.7210487982520029,13.86868686868687,0.0,erf,loss,0.43765996562637366
0.6962025316455694,14.363636363636367,0.0,erf,loss,0.43807383874009204
0.6730115567641058,14.858585858585863,0.0,erf,loss,0.4384616390204751
0.6513157894736841,15.353535353535356,0.0,erf,loss,0.4388256822328762
0.6309751434034415,15.848484848484853,0.0,erf,loss,0.43916822240512315
0.6118665018541408,16.343434343434346,0.0,erf,loss,0.43949093774147674
0.5938812237552489,16.83838383838384,0.0,erf,loss,0.4397956868124167
0.5769230769230769,17.333333333333336,0.0,erf,loss,0.4400837115039919
0.5609065155807365,17.82828282828283,0.0,erf,loss,0.44035652690450894
0.5457552370452039,18.323232323232325,0.0,erf,loss,0.4406151232517415
0.5314009661835748,18.81818181818182,0.0,erf,loss,0.4408608080187444
0.5177824267782426,19.313131313131315,0.0,erf,loss,0.44109430551982476
0.504844467108618,19.80808080808081,0.0,erf,loss,0.4413164516981076
0.49253731343283574,20.303030303030305,0.0,erf,loss,0.44152838711800785
0.48081593006313733,20.797979797979803,0.0,erf,loss,0.4417305613778893
0.469639468690702,21.292929292929298,0.0,erf,loss,0.4419236427178624
0.4589707927677329,21.787878787878793,0.0,erf,loss,0.44210816931410274
0.44877606527651853,22.282828282828284,0.0,erf,loss,0.4422847846495142
0.4390243902439024,22.777777777777782,0.0,erf,loss,0.4424539900915992
0.42968749999999994,23.272727272727277,0.0,erf,loss,0.44261632449011906
0.42073948151296214,23.767676767676768,0.0,erf,loss,0.4427719903190816
0.4121565362198168,24.262626262626263,0.0,erf,loss,0.44292156198198485
0.40391676866585063,24.75757575757576,0.0,erf,loss,0.44306541019943846
0.39599999999999996,25.252525252525256,0.0,erf,loss,0.4432035818224857
0.38838760298156133,25.74747474747475,0.0,erf,loss,0.44333678776127133
0.38106235565819857,26.242424242424246,0.0,erf,loss,0.4434649805246495
0.37400831129580653,26.73737373737374,0.0,erf,loss,0.443588532497692
0.3672106824925816,27.232323232323232,0.0,erf,loss,0.4437078766658448
0.36065573770491793,27.727272727272734,0.0,erf,loss,0.443822799615735
0.35433070866141725,28.22222222222223,0.0,erf,loss,0.44393413049427877
0.3482237073513893,28.717171717171723,0.0,erf,loss,0.444041423377794
0.3423236514522821,29.212121212121218,0.0,erf,loss,0.4441452975053667
0.3366201972118326,29.707070707070717,0.0,erf,loss,0.44424574728060945
0.33110367892976583,30.202020202020208,0.0,erf,loss,0.444343087955282
0.3257650542941757,30.6969696969697,0.0,erf,loss,0.444437324331277
0.3205958549222797,31.1919191919192,0.0,erf,loss,0.4445285460208413
0.3155881415364998,31.686868686868692,0.0,erf,loss,0.44461718626159524
0.3107344632768361,32.18181818181819,0.0,erf,loss,0.4447029170746724
0.3060278207109737,32.67676767676768,0.0,erf,loss,0.4447862600894491
0.3014616321559074,33.17171717171718,0.0,erf,loss,0.44486717875047405
0.29702970297029696,33.66666666666667,0.0,erf,loss,0.44494556047819733
0.29272619751626255,34.161616161616166,0.0,erf,loss,0.4450218608836137
0.28854561352375396,34.65656565656566,0.0,erf,loss,0.44509596165982923
0.2844827586206896,35.151515151515156,0.0,erf,loss,0.4451680642210641
0.2805327288183621,35.64646464646465,0.0,erf,loss,0.445238321603051
0.27669088876467296,36.141414141414145,0.0,erf,loss,0.44530651410986644
0.27295285359801486,36.63636363636364,0.0,erf,loss,0.4453729731928454
0.2693144722524483,37.131313131313135,0.0,erf,loss,0.4454377028712884
0.2657718120805369,37.62626262626263,0.0,erf,loss,0.4455006070081038
0.2623211446740858,38.12121212121213,0.0,erf,loss,0.4455622862710904
0.2589589327753073,38.61616161616163,0.0,erf,loss,0.44562222323593986
0.2556818181818181,39.11111111111112,0.0,erf,loss,0.4456805561481789
0.25248661055853094,39.606060606060616,0.0,erf,loss,0.44573763195806304
0.24937027707808562,40.101010101010104,0.0,erf,loss,0.44579312639246027
0.24632993281910923,40.5959595959596,0.0,erf,loss,0.44584739069002993
0.24336283185840707,41.09090909090909,0.0,erf,loss,0.44590038680568883
0.2404663589992713,41.58585858585859,0.0,erf,loss,0.44595232762492987
0.23763802208353335,42.08080808080808,0.0,erf,loss,0.44600279998332537
0.23487544483985764,42.57575757575758,0.0,erf,loss,0.4460521106806846
0.2321763602251407,43.07070707070707,0.0,erf,loss,0.44610029334628315
0.2295386042198006,43.56565656565657,0.0,erf,loss,0.4461476509019891
0.22696011004126546,44.06060606060606,0.0,erf,loss,0.44619359443514633
0.22443890274314213,44.55555555555556,0.0,erf,loss,0.44623850088454403
0.2219730941704036,45.05050505050505,0.0,erf,loss,0.44628281996266383
0.21956087824351297,45.54545454545455,0.0,erf,loss,0.4463259734229505
0.21720052654673103,46.04040404040404,0.0,erf,loss,0.4463684025181509
0.2148903841979596,46.535353535353536,0.0,erf,loss,0.44640977031258167
0.21262886597938144,47.03030303030303,0.0,erf,loss,0.4464503185734275
0.2104144527098831,47.525252525252526,0.0,erf,loss,0.44649018165703974
0.2082456878418174,48.02020202020202,0.0,erf,loss,0.44652915954991446
0.2061211742660837,48.515151515151516,0.0,erf,loss,0.4465672618998517
0.20403957131079967,49.01010101010101,0.0,erf,loss,0.4466046755756124
0.20199959192001632,49.505050505050505,0.0,erf,loss,0.44664107826430127
0.2,50.0,0.0,erf,loss,0.4466771336255143

10.0,1.0,0.0,matching,error,1.0708824864117044
25.0,1.0,0.0,matching,error,1.0380769650772714
50.0,1.0,0.0,matching,error,1.0228553020756108
100.0,1.0,0.0,matching,error,1.0141289536425944
250.0,1.0,0.0,matching,error,1.0084867419201442
500.0,1.0,0.0,matching,error,1.0065400898236103
1000.0,1.0,0.0,matching,error,1.0055133136681034

10.0,1.0,0.0,matching,loss,1.0791384341395756
25.0,1.0,0.0,matching,loss,1.0396397407977156
50.0,1.0,0.0,matching,loss,1.0215586425347114
100.0,1.0,0.0,matching,loss,1.0112617706944
250.0,1.0,0.0,matching,loss,1.0046271107362676
500.0,1.0,0.0,matching,loss,1.002335766707855
1000.0,1.0,0.0,matching,loss,1.0011742011791855
0.1,1.0,0.0,matching,loss,1.2129714372601241
0.301010101010101,1.0,0.0,matching,loss,1.2064200222445856
0.502020202020202,1.0,0.0,matching,loss,1.2002185180288139
0.703030303030303,1.0,0.0,matching,loss,1.1943420611927265
0.904040404040404,1.0,0.0,matching,loss,1.1887681050530015
1.105050505050505,1.0,0.0,matching,loss,1.1834761574061399
1.3060606060606061,1.0,0.0,matching,loss,1.1784468325654551
1.507070707070707,1.0,0.0,matching,loss,1.1736628154663364
1.708080808080808,1.0,0.0,matching,loss,1.1691078872461156
1.9090909090909092,1.0,0.0,matching,loss,1.1647674939359407
2.11010101010101,1.0,0.0,matching,loss,1.1606277116337154
2.311111111111111,1.0,0.0,matching,loss,1.1566760188446294
2.512121212121212,1.0,0.0,matching,loss,1.1529007350840481
2.713131313131313,1.0,0.0,matching,loss,1.149290877802683
2.914141414141414,1.0,0.0,matching,loss,1.1458369028471094
3.1151515151515152,1.0,0.0,matching,loss,1.1425292841026757
3.316161616161616,1.0,0.0,matching,loss,1.1393594622346674
3.517171717171717,1.0,0.0,matching,loss,1.1363196021620383
3.7181818181818183,1.0,0.0,matching,loss,1.1334020208414428
3.919191919191919,1.0,0.0,matching,loss,1.1306002468353367
4.1202020202020195,1.0,0.0,matching,loss,1.1279077222780818
4.32121212121212,1.0,0.0,matching,loss,1.1253184424313438
4.522222222222221,1.0,0.0,matching,loss,1.1228270924972654
4.723232323232323,1.0,0.0,matching,loss,1.1204280242896503
4.924242424242424,1.0,0.0,matching,loss,1.1181169433906812
5.125252525252525,1.0,0.0,matching,loss,1.1158888784511722
5.326262626262626,1.0,0.0,matching,loss,1.1137399488541229
5.5272727272727264,1.0,0.0,matching,loss,1.1116659816631271
5.728282828282827,1.0,0.0,matching,loss,1.1096633389129893
5.929292929292929,1.0,0.0,matching,loss,1.1077286223447294
6.13030303030303,1.0,0.0,matching,loss,1.1058584325167307
6.331313131313131,1.0,0.0,matching,loss,1.1040497349606646
6.532323232323232,1.0,0.0,matching,loss,1.1022997252646989
6.7333333333333325,1.0,0.0,matching,loss,1.1006055908239716
6.934343434343433,1.0,0.0,matching,loss,1.0989647197854056
7.135353535353534,1.0,0.0,matching,loss,1.0973750555756585
7.336363636363636,1.0,0.0,matching,loss,1.095834001878375
7.537373737373737,1.0,0.0,matching,loss,1.094339491761378
7.738383838383838,1.0,0.0,matching,loss,1.0928896289090861
7.939393939393939,1.0,0.0,matching,loss,1.0914823342336442
8.14040404040404,1.0,0.0,matching,loss,1.0901157993800745
8.341414141414141,1.0,0.0,matching,loss,1.0887884811002835
8.542424242424241,1.0,0.0,matching,loss,1.0874987567731953
8.743434343434343,1.0,0.0,matching,loss,1.0862450257107499
8.944444444444443,1.0,0.0,matching,loss,1.0850256853100573
9.145454545454545,1.0,0.0,matching,loss,1.083839557806176
9.346464646464646,1.0,0.0,matching,loss,1.0826853682843067
9.547474747474746,1.0,0.0,matching,loss,1.0815617631126921
9.748484848484848,1.0,0.0,matching,loss,1.0804677337591715
9.949494949494948,1.0,0.0,matching,loss,1.0794018637587608
10.15050505050505,1.0,0.0,matching,loss,1.0783631505483773
10.35151515151515,1.0,0.0,matching,loss,1.0773510240995436
10.552525252525252,1.0,0.0,matching,loss,1.0763640095919242
10.753535353535353,1.0,0.0,matching,loss,1.075401397182759
10.954545454545453,1.0,0.0,matching,loss,1.074462263636378
11.155555555555555,1.0,0.0,matching,loss,1.0735459960239049
11.356565656565655,1.0,0.0,matching,loss,1.0726513590980782
11.557575757575757,1.0,0.0,matching,loss,1.0717779878853924
11.758585858585858,1.0,0.0,matching,loss,1.0709248552885657
11.959595959595958,1.0,0.0,matching,loss,1.07009141334186
12.16060606060606,1.0,0.0,matching,loss,1.069277155096257
12.36161616161616,1.0,0.0,matching,loss,1.0684811773670082
12.562626262626262,1.0,0.0,matching,loss,1.067702998139223
12.763636363636362,1.0,0.0,matching,loss,1.0669420979477748
12.964646464646464,1.0,0.0,matching,loss,1.0661978178037792
13.165656565656565,1.0,0.0,matching,loss,1.0654697590529232
13.366666666666665,1.0,0.0,matching,loss,1.064757277044169
13.567676767676767,1.0,0.0,matching,loss,1.0640597404259224
13.768686868686867,1.0,0.0,matching,loss,1.0633770316073459
13.969696969696969,1.0,0.0,matching,loss,1.0627083378605973
14.170707070707069,1.0,0.0,matching,loss,1.062053617753237
14.37171717171717,1.0,0.0,matching,loss,1.0614120754296028
14.572727272727272,1.0,0.0,matching,loss,1.060783704192213
14.773737373737372,1.0,0.0,matching,loss,1.0601676605874868
14.974747474747474,1.0,0.0,matching,loss,1.0595639379854673
15.175757575757574,1.0,0.0,matching,loss,1.0589720090080834
15.376767676767676,1.0,0.0,matching,loss,1.0583916474499806
15.577777777777778,1.0,0.0,matching,loss,1.0578225508243568
15.778787878787877,1.0,0.0,matching,loss,1.0572641018900428
15.97979797979798,1.0,0.0,matching,loss,1.0567164251545198
16.18080808080808,1.0,0.0,matching,loss,1.0561789255610095
16.381818181818183,1.0,0.0,matching,loss,1.0556512702204743
16.582828282828284,1.0,0.0,matching,loss,1.055133429912628
16.783838383838383,1.0,0.0,matching,loss,1.054625099789892
16.984848484848484,1.0,0.0,matching,loss,1.0541259027095875
17.185858585858586,1.0,0.0,matching,loss,1.053635757979735
17.386868686868688,1.0,0.0,matching,loss,1.0531541586004742
17.58787878787879,1.0,0.0,matching,loss,1.0526812028774033
17.788888888888888,1.0,0.0,matching,loss,1.052216246513052
17.98989898989899,1.0,0.0,matching,loss,1.051759587512374
18.19090909090909,1.0,0.0,matching,loss,1.0513105803522313
18.391919191919193,1.0,0.0,matching,loss,1.0508694513042318
18.592929292929295,1.0,0.0,matching,loss,1.0504358018700257
18.793939393939393,1.0,0.0,matching,loss,1.0500090989303235
18.994949494949495,1.0,0.0,matching,loss,1.0495896902446278
19.195959595959597,1.0,0.0,matching,loss,1.0491774758102734
19.3969696969697,1.0,0.0,matching,loss,1.0487715548989038
19.5979797979798,1.0,0.0,matching,loss,1.0483723495978576
19.7989898989899,1.0,0.0,matching,loss,1.0479796007561357
20.0,1.0,0.0,matching,loss,1.0475931252961632
0.1,1.0,0.0,matching,error,1.1749251056919858
0.301010101010101,1.0,0.0,matching,error,1.170215232343364
0.502020202020202,1.0,0.0,matching,error,1.1657107807378768
0.703030303030303,1.0,0.0,matching,error,1.1614017205044282
0.904040404040404,1.0,0.0,matching,error,1.1572796296276278
1.105050505050505,1.0,0.0,matching,error,1.1533352345868986
1.3060606060606061,1.0,0.0,matching,error,1.1495602639889448
1.507070707070707,1.0,0.0,matching,error,1.145945916932681
1.708080808080808,1.0,0.0,matching,error,1.1424839742210129
1.9090909090909092,1.0,0.0,matching,error,1.1391672382806963
2.11010101010101,1.0,0.0,matching,error,1.1359877162894845
2.311111111111111,1.0,0.0,matching,error,1.1329386807146915
2.512121212121212,1.0,0.0,matching,error,1.1300132791236839
2.713131313131313,1.0,0.0,matching,error,1.1272051879171157
2.914141414141414,1.0,0.0,matching,error,1.1245084310407163
3.1151515151515152,1.0,0.0,matching,error,1.1219171734497357
3.316161616161616,1.0,0.0,matching,error,1.1194260217732357
3.517171717171717,1.0,0.0,matching,error,1.117030052642185
3.7181818181818183,1.0,0.0,matching,error,1.1147244240949608
3.919191919191919,1.0,0.0,matching,error,1.112504283574663
4.1202020202020195,1.0,0.0,matching,error,1.1103657248420942
4.32121212121212,1.0,0.0,matching,error,1.108304518190087
4.522222222222221,1.0,0.0,matching,error,1.1063170455907616
4.723232323232323,1.0,0.0,matching,error,1.104399615672946
4.924242424242424,1.0,0.0,matching,error,1.1025488178919383
5.125252525252525,1.0,0.0,matching,error,1.1007614374217076
5.326262626262626,1.0,0.0,matching,error,1.0990345810188946
5.5272727272727264,1.0,0.0,matching,error,1.0973655852334154
5.728282828282827,1.0,0.0,matching,error,1.0957513613476781
5.929292929292929,1.0,0.0,matching,error,1.0941898375298564
6.13030303030303,1.0,0.0,matching,error,1.0926782179706183
6.331313131313131,1.0,0.0,matching,error,1.0912145833856999
6.532323232323232,1.0,0.0,matching,error,1.0897968035841736
6.7333333333333325,1.0,0.0,matching,error,1.0884224556104773
6.934343434343433,1.0,0.0,matching,error,1.087090038141696
7.135353535353534,1.0,0.0,matching,error,1.085797712995074
7.336363636363636,1.0,0.0,matching,error,1.0845437106042302
7.537373737373737,1.0,0.0,matching,error,1.0833263801828095
7.738383838383838,1.0,0.0,matching,error,1.0821443278886118
7.939393939393939,1.0,0.0,matching,error,1.0809958840155
8.14040404040404,1.0,0.0,matching,error,1.0798798985776856
8.341414141414141,1.0,0.0,matching,error,1.078795147273135
8.542424242424241,1.0,0.0,matching,error,1.0777400591499466
8.743434343434343,1.0,0.0,matching,error,1.0767135502291574
8.944444444444443,1.0,0.0,matching,error,1.0757148281994022
9.145454545454545,1.0,0.0,matching,error,1.0747426505299402
9.346464646464646,1.0,0.0,matching,error,1.0737957892739753
9.547474747474746,1.0,0.0,matching,error,1.0728735212928824
9.748484848484848,1.0,0.0,matching,error,1.0719749415966149
9.949494949494948,1.0,0.0,matching,error,1.071099140450888
10.15050505050505,1.0,0.0,matching,error,1.0702448330881007
10.35151515151515,1.0,0.0,matching,error,1.0694121209150471
10.552525252525252,1.0,0.0,matching,error,1.068599461838693
10.753535353535353,1.0,0.0,matching,error,1.067806651159508
10.954545454545453,1.0,0.0,matching,error,1.0670326481274963
11.155555555555555,1.0,0.0,matching,error,1.0662770841677174
11.356565656565655,1.0,0.0,matching,error,1.0655392591711437
11.557575757575757,1.0,0.0,matching,error,1.0648183651508791
11.758585858585858,1.0,0.0,matching,error,1.0641139067807954
11.959595959595958,1.0,0.0,matching,error,1.0634256836653784
12.16060606060606,1.0,0.0,matching,error,1.0627527779839643
12.36161616161616,1.0,0.0,matching,error,1.0620946500119914
12.562626262626262,1.0,0.0,matching,error,1.0614511322634703
12.763636363636362,1.0,0.0,matching,error,1.0608214967465102
12.964646464646464,1.0,0.0,matching,error,1.060205452713536
13.165656565656565,1.0,0.0,matching,error,1.059602512420895
13.366666666666665,1.0,0.0,matching,error,1.0590125610168182
13.567676767676767,1.0,0.0,matching,error,1.0584343856279952
13.768686868686867,1.0,0.0,matching,error,1.0578683153529316
13.969696969696969,1.0,0.0,matching,error,1.0573140122060856
14.170707070707069,1.0,0.0,matching,error,1.056770918205415
14.37171717171717,1.0,0.0,matching,error,1.0562388448250153
14.572727272727272,1.0,0.0,matching,error,1.0557170331493713
14.773737373737372,1.0,0.0,matching,error,1.0552057077212365
14.974747474747474,1.0,0.0,matching,error,1.0547042377196685
15.175757575757574,1.0,0.0,matching,error,1.0542126455502034
15.376767676767676,1.0,0.0,matching,error,1.0537303505907936
15.577777777777778,1.0,0.0,matching,error,1.0532572636108264
15.778787878787877,1.0,0.0,matching,error,1.0527930541010913
15.97979797979798,1.0,0.0,matching,error,1.0523374836585453
16.18080808080808,1.0,0.0,matching,error,1.0518903683491956
16.381818181818183,1.0,0.0,matching,error,1.0514512673345042
16.582828282828284,1.0,0.0,matching,error,1.0510205895145015
16.783838383838383,1.0,0.0,matching,error,1.0505973321135402
16.984848484848484,1.0,0.0,matching,error,1.0501815698343586
17.185858585858586,1.0,0.0,matching,error,1.0497732878728048
17.386868686868688,1.0,0.0,matching,error,1.049372215521783
17.58787878787879,1.0,0.0,matching,error,1.048977996370413
17.788888888888888,1.0,0.0,matching,error,1.0485907288587197
17.98989898989899,1.0,0.0,matching,error,1.0482100312372038
18.19090909090909,1.0,0.0,matching,error,1.0478355936204127
18.391919191919193,1.0,0.0,matching,error,1.0474676213777285
18.592929292929295,1.0,0.0,matching,error,1.047105833743297
18.793939393939393,1.0,0.0,matching,error,1.0467500911587786
18.994949494949495,1.0,0.0,matching,error,1.0464001488747028
19.195959595959597,1.0,0.0,matching,error,1.0460557544437843
19.3969696969697,1.0,0.0,matching,error,1.0457169987606825
19.5979797979798,1.0,0.0,matching,error,1.0453838545577467
19.7989898989899,1.0,0.0,matching,error,1.0450559964200339


25.0,1.0,0.0,matching,error,1.0380769785908968
50.0,1.0,0.0,matching,error,1.0228558408305082
100.0,1.0,0.0,matching,error,1.01413033905738
250.0,1.0,0.0,matching,error,1.008482508519989
500.0,1.0,0.0,matching,error,1.0065310473705715
1000.0,1.0,0.0,matching,error,1.005497466983249
2500.0,1.0,0.0,matching,error,1.0050184107695803
5000.0,1.0,0.0,matching,error,1.0045368770341947
10000.0,1.0,0.0,matching,error,1.004466728979147

25.0,1.0,0.0,matching,loss,1.039639514273295
50.0,1.0,0.0,matching,loss,1.021558504740174
100.0,1.0,0.0,matching,loss,1.0112617882022925
250.0,1.0,0.0,matching,loss,1.004627057839519
500.0,1.0,0.0,matching,loss,1.0023346077538906
1000.0,1.0,0.0,matching,loss,1.001176607155049
2500.0,1.0,0.0,matching,loss,1.0004679517268447
5000.0,1.0,0.0,matching,loss,1.0002366019003264
10000.0,1.0,0.0,matching,loss,1.0001105561000008

0.1,1.0,0.5,matching,error,0.1576427025996695
0.301010101010101,1.0,0.5,matching,error,0.15174463906917748
0.502020202020202,1.0,0.5,matching,error,0.14624170842100073
0.703030303030303,1.0,0.5,matching,error,0.14124415285749128
0.904040404040404,1.0,0.5,matching,error,0.13677070687873755
1.105050505050505,1.0,0.5,matching,error,0.1327930142567803
1.3060606060606061,1.0,0.5,matching,error,0.12926312427254266
1.507070707070707,1.0,0.5,matching,error,0.1261280548207321
1.708080808080808,1.0,0.5,matching,error,0.12333724406977588
1.9090909090909092,1.0,0.5,matching,error,0.12084541446535577
2.11010101010101,1.0,0.5,matching,error,0.11861372009538879
2.311111111111111,1.0,0.5,matching,error,0.11660862432582293
2.512121212121212,1.0,0.5,matching,error,0.11480211565509602
2.713131313131313,1.0,0.5,matching,error,0.11317034807315444
2.914141414141414,1.0,0.5,matching,error,0.11169305516118236
3.1151515151515152,1.0,0.5,matching,error,0.11035292927762137
3.316161616161616,1.0,0.5,matching,error,0.10913501093896068
3.517171717171717,1.0,0.5,matching,error,0.10802640142616829
3.7181818181818183,1.0,0.5,matching,error,0.10701585167850301
3.919191919191919,1.0,0.5,matching,error,0.10609351370898583
4.1202020202020195,1.0,0.5,matching,error,0.10525077101104227
4.32121212121212,1.0,0.5,matching,error,0.10447998912083555
4.522222222222221,1.0,0.5,matching,error,0.1037744412020851
4.723232323232323,1.0,0.5,matching,error,0.103128161805155
4.924242424242424,1.0,0.5,matching,error,0.10253581272030836
5.125252525252525,1.0,0.5,matching,error,0.10199269729969203
5.326262626262626,1.0,0.5,matching,error,0.10149453730621658
5.5272727272727264,1.0,0.5,matching,error,0.10103761143586598
5.728282828282827,1.0,0.5,matching,error,0.10061847454993038
5.929292929292929,1.0,0.5,matching,error,0.1002340844797462
6.13030303030303,1.0,0.5,matching,error,0.09988168712530206
6.331313131313131,1.0,0.5,matching,error,0.09955878443797002
6.532323232323232,1.0,0.5,matching,error,0.09926312797990086
6.7333333333333325,1.0,0.5,matching,error,0.09899272150454479
6.934343434343433,1.0,0.5,matching,error,0.09874572195278279
7.135353535353534,1.0,0.5,matching,error,0.09852042025034945
7.336363636363636,1.0,0.5,matching,error,0.09831526424998782
7.537373737373737,1.0,0.5,matching,error,0.09812891808936691
7.738383838383838,1.0,0.5,matching,error,0.0979600627337153
7.939393939393939,1.0,0.5,matching,error,0.09780755540170191
8.14040404040404,1.0,0.5,matching,error,0.09767032908014094
8.341414141414141,1.0,0.5,matching,error,0.09754740702450228
8.542424242424241,1.0,0.5,matching,error,0.09743788851599983
8.743434343434343,1.0,0.5,matching,error,0.0973409381990687
8.944444444444443,1.0,0.5,matching,error,0.09725579135725845
9.145454545454545,1.0,0.5,matching,error,0.09718174093391602
9.346464646464646,1.0,0.5,matching,error,0.09711814026099183
9.547474747474746,1.0,0.5,matching,error,0.09706438557459476
9.748484848484848,1.0,0.5,matching,error,0.09701995800843898
9.949494949494948,1.0,0.5,matching,error,0.09698422938739885
10.15050505050505,1.0,0.5,matching,error,0.09695684372546746
10.35151515151515,1.0,0.5,matching,error,0.09693728059610805
